Date/Time,LV ActivePower (kW),Wind Speed (m/s),Wind Direction (°),Theoretical_Power_Curve (kW)
2018-01-01 00:00:00,380.047790527343,5.31133604049682,259.994903564453,41.6328907824861
2018-01-01 00:10:00,453.76919555664,5.67216682434082,268.64111328125,51.9917511061494
2018-01-01 00:20:00,306.376586914062,5.21603679656982,272.564788818359,39.0900015810951
2018-01-01 00:30:00,419.645904541015,5.65967416763305,271.258087158203,51.612756897567394
2018-01-01 00:40:00,380.650695800781,5.57794094085693,265.674285888671,49.1702971953588
2018-01-01 00:50:00,402.391998291015,5.60405206680297,264.57861328125,49.9436385024805
2018-01-01 01:00:00,447.605712890625,5.79300785064697,266.163604736328,55.73723632902251
2018-01-01 01:10:00,387.2421875,5.30604982376098,257.949493408203,41.489817882618595
2018-01-01 01:20:00,463.651214599609,5.58462905883789,253.480697631835,49.3677652137077
2018-01-01 01:30:00,439.725708007812,5.52322816848754,258.72378540039,47.5706782818068
2018-01-01 01:40:00,498.181701660156,5.72411584854125,251.850997924804,53.5841397042263
2018-01-01 01:50:00,526.816223144531,5.93419885635375,265.504699707031,60.3014076510633
2018-01-01 02:00:00,710.587280273437,6.54741382598876,274.23291015625,82.46625135858821
2018-01-01 02:10:00,655.194274902343,6.19974613189697,266.733184814453,69.34726410756369
2018-01-01 02:20:00,754.762512207031,6.50538301467895,266.76040649414,80.8098138482693
2018-01-01 02:30:00,790.173278808593,6.63411617279052,270.493194580078,85.9459020788565
2018-01-01 02:40:00,742.985290527343,6.37891292572021,266.593292236328,75.9434536596592
2018-01-01 02:50:00,748.229614257812,6.4466528892517,265.571807861328,78.528100987646
2018-01-01 03:00:00,736.647827148437,6.41508293151855,261.15869140625,77.3172863451736
2018-01-01 03:10:00,787.246215820312,6.43753099441528,257.56021118164,78.17712157188001
2018-01-01 03:20:00,722.864074707031,6.22002410888671,255.926498413085,70.07646998680761
2018-01-01 03:30:00,935.033386230468,6.89802598953247,250.012893676757,97.0736626881787
2018-01-01 03:40:00,1220.60900878906,7.60971117019653,255.985702514648,131.504892785216
2018-01-01 03:50:00,1053.77197265625,7.28835582733154,255.444595336914,115.12657435558398
2018-01-01 04:00:00,1493.80798339843,7.94310188293457,256.407409667968,149.758372354361
2018-01-01 04:10:00,1724.48803710937,8.37616157531738,252.41259765625,175.219966204818
2018-01-01 04:20:00,1636.93505859375,8.23695755004882,247.979400634765,166.847070685152
2018-01-01 04:30:00,1385.48803710937,7.87959098815917,238.609603881835,146.18157908139102
2018-01-01 04:40:00,1098.93200683593,7.10137605667114,245.095596313476,106.22850344431099
2018-01-01 04:50:00,1021.4580078125,6.95530700683593,245.410202026367,99.5995854606612
2018-01-01 05:00:00,1164.89294433593,7.09829807281494,235.227905273437,106.085971215544
2018-01-01 05:10:00,1073.33203125,6.95363092422485,242.872695922851,99.52509608010459
2018-01-01 05:20:00,1165.30798339843,7.24957799911499,244.835693359375,113.24168612640999
2018-01-01 05:30:00,1177.98999023437,7.29469108581542,242.48159790039,115.43653046920599
2018-01-01 05:40:00,1170.53601074218,7.37636995315551,247.97720336914,119.48430985043001
2018-01-01 05:50:00,1145.53601074218,7.44855403900146,249.682998657226,123.143070603717
2018-01-01 06:00:00,1114.02697753906,7.2392520904541,248.401000976562,112.74332055134501
2018-01-01 06:10:00,1153.18505859375,7.32921123504638,244.621704101562,117.135504358957
2018-01-01 06:20:00,1125.3310546875,7.13970518112182,244.631805419921,108.013908466205
2018-01-01 06:30:00,1228.73205566406,7.47422885894775,245.785995483398,124.463353439737
2018-01-01 06:40:00,1021.79302978515,7.03317403793334,248.652206420898,103.099268581181
2018-01-01 06:50:00,957.378173828125,6.88645505905151,244.611694335937,96.5683334443832
2018-01-01 07:00:00,909.887817382812,6.88782119750976,235.84829711914,96.62791048640649
2018-01-01 07:10:00,1000.95397949218,7.21643209457397,232.842697143554,111.64718990153999
2018-01-01 07:20:00,1024.47802734375,7.0685977935791,229.933197021484,104.717023059277
2018-01-01 07:30:00,1009.53399658203,6.93829584121704,230.13670349121,98.84519407155389
2018-01-01 07:40:00,899.492980957031,6.53668785095214,234.933807373046,82.0416658585943
2018-01-01 07:50:00,725.110107421875,6.18062496185302,232.837905883789,68.6636942163399
2018-01-01 08:00:00,585.259399414062,5.81682586669921,240.328796386718,56.492765954347306
2018-01-01 08:10:00,443.913909912109,5.45015096664428,238.12629699707,45.477358714691796
2018-01-01 08:20:00,565.253784179687,5.81814908981323,235.80029296875,56.534909322466795
2018-01-01 08:30:00,644.037780761718,6.13027286529541,224.958694458007,66.8823569309414
2018-01-01 08:40:00,712.058898925781,6.34707784652709,216.803894042968,74.74606734226009
2018-01-01 08:50:00,737.394775390625,6.34743690490722,205.785293579101,74.7595109122642
2018-01-01 09:00:00,725.868103027343,6.19436883926391,199.848495483398,69.1546334303948
2018-01-01 09:10:00,408.997406005859,4.97719812393188,207.997802734375,33.041763042796404
2018-01-01 09:20:00,628.436828613281,5.95911121368408,210.954895019531,61.1283836510667
2018-01-01 09:30:00,716.1005859375,6.21137619018554,215.69400024414,69.76494743720521
2018-01-01 09:40:00,711.49560546875,6.11145305633544,220.84260559082,66.2235163012206
2018-01-01 09:50:00,838.151916503906,6.45632219314575,237.065307617187,78.9011422412419
2018-01-01 10:00:00,881.062072753906,6.66665792465209,235.667495727539,87.2739625855708
2018-01-01 10:10:00,663.703125,6.16287899017333,229.329696655273,68.0327891653483
2018-01-01 10:20:00,578.261596679687,6.01316785812377,234.900604248046,62.8442560754699
2018-01-01 10:30:00,465.620086669921,5.56120300292968,230.422805786132,48.677956760197205
2018-01-01 10:40:00,311.050903320312,4.96073198318481,229.537506103515,32.6411025380213
2018-01-01 10:50:00,230.05549621582,4.60387516021728,231.79849243164,24.431624421610998
2018-01-01 11:00:00,233.990600585937,4.55453395843505,234.105606079101,23.3632780531927
2018-01-01 11:10:00,175.592193603515,4.26362895965576,228.776702880859,17.3573663122312
2018-01-01 11:20:00,118.133102416992,3.89413905143737,227.938995361328,10.8571221110423
2018-01-01 11:30:00,142.202499389648,4.03876113891601,224.46499633789,13.0229989593698
2018-01-01 11:40:00,212.566192626953,4.50565099716186,224.950500488281,22.3196784083793
2018-01-01 11:50:00,222.610000610351,4.54339790344238,229.12759399414,23.1242507343633
2018-01-01 12:00:00,194.181198120117,4.32376098632812,227.039993286132,18.5598479588255
2018-01-01 12:10:00,82.6407470703125,3.63443708419799,230.31460571289,6.85028197987886
2018-01-01 12:20:00,75.8952178955078,3.70551204681396,233.953292846679,7.8396165354017295
2018-01-01 12:30:00,41.9472389221191,3.25396800041198,233.06590270996,2.92869556318446
2018-01-01 12:40:00,118.534599304199,3.77513694763183,227.753494262695,8.88713653309387
2018-01-01 12:50:00,250.755905151367,4.69350099563598,229.896606445312,26.411925740941804
2018-01-01 13:00:00,346.86441040039,5.00293922424316,235.279495239257,33.6721998240131
2018-01-01 13:10:00,416.417907714843,5.36474990844726,235.585296630859,43.092108895689
2018-01-01 13:20:00,331.941497802734,5.01618194580078,229.942901611328,33.9984940156412
2018-01-01 13:30:00,583.479919433593,5.97040796279907,235.69529724121,61.505563084927
2018-01-01 13:40:00,776.552673339843,6.6555209159851,241.457397460937,86.8180844867276
2018-01-01 13:50:00,752.726379394531,6.60090398788452,242.782104492187,84.6029409522117
2018-01-01 14:00:00,589.073120117187,5.98137807846069,234.984405517578,61.873144266569895
2018-01-01 14:10:00,1109.12805175781,7.42459392547607,235.14729309082,121.91997867288201
2018-01-01 14:20:00,1482.4599609375,8.18645191192626,238.479095458984,163.850890923271
2018-01-01 14:30:00,1523.43005371093,8.27493000030517,237.033203125,169.11470390233
2018-01-01 14:40:00,1572.17004394531,8.44920253753662,238.332397460937,179.676309010091
2018-01-01 14:50:00,1698.93994140625,8.5759744644165,235.641403198242,187.50471973415898
2018-01-01 15:00:00,1616.84594726562,8.28225994110107,236.461395263671,169.553877696245
2018-01-01 15:10:00,1796.82397460937,8.73455238342285,234.354797363281,197.447580025242
2018-01-01 15:20:00,1885.86096191406,8.76410388946533,231.001602172851,199.317071186444
2018-01-01 15:30:00,2327.51196289062,9.66943168640136,227.60009765625,256.88271286201496
2018-01-01 15:40:00,2499.162109375,10.1410903930664,227.73159790039,287.675361614448
2018-01-01 15:50:00,2820.51293945312,10.7724199295043,225.276397705078,318.602988321436
2018-01-01 16:00:00,2812.27905273437,10.6475200653076,224.680603027343,313.325922420184
2018-01-01 16:10:00,2530.44702148437,9.98266124725341,225.519500732421,278.12740407864896
2018-01-01 16:20:00,2399.12109375,9.87438583374023,227.273803710937,271.149245838958
2018-01-01 16:30:00,2335.587890625,9.78547954559326,229.255493164062,265.134100928894
2018-01-01 16:40:00,2341.13305664062,9.61423206329345,230.736892700195,252.79454510962302
2018-01-01 16:50:00,2391.84790039062,9.61850452423095,229.490798950195,253.11479398669698
2018-01-01 17:00:00,2118.38989257812,9.09868335723876,223.960906982421,220.779281988587
2018-01-01 17:10:00,1866.84594726562,8.67742538452148,219.793701171875,193.847860120954
2018-01-01 17:20:00,1865.61901855468,8.77489852905273,219.04490661621,200.001171622122
2018-01-01 17:30:00,1862.44799804687,8.68998146057128,215.335205078125,194.637395530494
2018-01-01 17:40:00,1884.11901855468,8.63107395172119,216.279998779296,190.941625571088
2018-01-01 17:50:00,1855.77697753906,8.61456966400146,214.529098510742,189.910073381649
2018-01-01 18:00:00,1958.13305664062,9.218843460083,212.179901123046,228.59170315439002
2018-01-01 18:10:00,2228.24291992187,10.0495195388793,210.30859375,282.250948979838
2018-01-01 18:20:00,2529.291015625,10.3187103271484,210.588104248046,297.48667959931197
2018-01-01 18:30:00,2788.25708007812,10.7667598724365,207.481399536132,318.372245968391
2018-01-01 18:40:00,2692.92993164062,10.558250427246,208.551895141601,309.31106721875
2018-01-01 18:50:00,2535.35302734375,10.2507200241088,208.010696411132,293.839460689531
2018-01-01 19:00:00,2584.6650390625,10.4647703170776,205.752899169921,304.882383278559
2018-01-01 19:10:00,2960.18310546875,11.3907804489135,200.654296875,339.364554116411
2018-01-01 19:20:00,3062.97802734375,11.5655403137207,198.124298095703,343.75971345727197
2018-01-01 19:30:00,3024.39208984375,11.280249595642,198.538192749023,336.266874184888
2018-01-01 19:40:00,3187.97290039062,11.3367795944213,200.490402221679,337.882627083958
2018-01-01 19:50:00,3387.22802734375,11.8046398162841,199.24690246582,348.824849124087
2018-01-01 20:00:00,3209.01806640625,11.3635396957397,199.80549621582,338.624448582472
2018-01-01 20:10:00,3272.6650390625,11.6325902938842,198.267700195312,345.288110782365
2018-01-01 20:20:00,3209.69897460937,11.4447603225708,195.632003784179,340.78678760581704
2018-01-01 20:30:00,3134.51806640625,11.2719001770019,196.661102294921,336.022577475203
2018-01-01 20:40:00,2977.82495117187,11.0590095520019,196.515899658203,329.288092490873
2018-01-01 20:50:00,3431.77294921875,12.1037797927856,198.257003784179,353.717370631569
2018-01-01 21:00:00,3604.2099609375,12.9281396865844,201.582595825195,359.746946747004
2018-01-01 21:10:00,3601.32788085937,13.3194198608398,201.942199707031,360.0
2018-01-01 21:20:00,3604.42602539062,13.1215200424194,203.50779724121,360.0
2018-01-01 21:30:00,3604.39111328125,13.2354497909545,202.692993164062,360.0
2018-01-01 21:40:00,3604.337890625,13.2358999252319,202.936294555664,360.0
2018-01-01 21:50:00,3554.68798828125,13.0295600891113,201.25390625,360.0
2018-01-01 22:00:00,3479.40795898437,12.963939666748,201.340896606445,359.779463518254
2018-01-01 22:10:00,3472.3330078125,12.9029502868652,200.979507446289,359.71310599018796
2018-01-01 22:20:00,3491.51098632812,12.7663402557373,200.996002197265,359.37049420345704
2018-01-01 22:30:00,3536.98901367187,12.8983497619628,200.514205932617,359.70594486071
2018-01-01 22:40:00,3528.65893554687,12.7421102523803,202.895294189453,359.281431300069
2018-01-01 22:50:00,3581.5400390625,12.318260192871,202.841094970703,356.299009479352
2018-01-01 23:00:00,3570.0791015625,12.418809890747,202.411804199218,357.255614292551
2018-01-01 23:10:00,3597.60400390625,12.5429897308349,201.625305175781,358.22046428107103
2018-01-01 23:20:00,3441.02587890625,12.6759996414184,199.32209777832,358.994563404896
2018-01-01 23:30:00,3373.96997070312,13.0030498504638,197.130706787109,360.0
2018-01-01 23:40:00,3369.81298828125,13.2976703643798,196.493606567382,360.0
2018-01-01 23:50:00,3375.90307617187,12.8440599441528,195.315002441406,359.598479162144
2018-01-02 00:00:00,3377.64990234375,12.7053899765014,196.042205810546,359.130046108295
2018-01-02 00:10:00,3374.42309570312,12.1833600997924,197.743896484375,354.762765509484
2018-01-02 00:20:00,3401.0810546875,12.2051401138305,196.808807373046,355.03072223578704
2018-01-02 00:30:00,3469.412109375,12.6018800735473,193.815704345703,358.59591814107796
2018-01-02 00:40:00,3511.80908203125,12.8445501327514,194.346603393554,359.59963935586
2018-01-02 00:50:00,3536.75903320312,12.4970598220825,196.009201049804,357.891155469034
2018-01-02 01:00:00,3467.80810546875,12.0960702896118,197.952697753906,353.610513948266
2018-01-02 01:10:00,3460.67700195312,12.1961202621459,201.330307006835,354.920691711024
2018-01-02 01:20:00,3589.44311523437,12.5503501892089,201.188201904296,358.27025539523504
2018-01-02 01:30:00,3527.71899414062,12.6156702041625,202.623596191406,358.676296687567
2018-01-02 01:40:00,3561.26708984375,13.102780342102,201.7666015625,360.0
2018-01-02 01:50:00,3604.06811523437,13.6877498626708,199.019500732421,360.0
2018-01-02 02:00:00,3604.17602539062,14.1024198532104,196.25520324707,360.0
2018-01-02 02:10:00,3593.20092773437,14.3933095932006,195.879898071289,360.0
2018-01-02 02:20:00,3493.82104492187,14.0795497894287,197.640304565429,360.0
2018-01-02 02:30:00,3470.70190429687,14.0544004440307,197.244796752929,360.0
2018-01-02 02:40:00,3436.61010742187,13.5124702453613,195.995407104492,360.0
2018-01-02 02:50:00,3401.455078125,13.7100496292114,192.419799804687,360.0
2018-01-02 03:00:00,3395.23291015625,13.7423295974731,191.013702392578,360.0
2018-01-02 03:10:00,3417.50390625,13.1418600082397,192.204696655273,360.0
2018-01-02 03:20:00,3465.10888671875,12.8677101135253,192.771697998046,359.650506006828
2018-01-02 03:30:00,3467.41796875,12.8472700119018,192.470504760742,359.606013842223
2018-01-02 03:40:00,3522.40698242187,12.7321100234985,192.567901611328,359.242166638681
2018-01-02 03:50:00,3510.10791015625,12.5162000656127,194.999206542968,358.032294087044
2018-01-02 04:00:00,3513.84497070312,12.5986604690551,196.042297363281,358.57674141788897
2018-01-02 04:10:00,3564.00805664062,13.2303199768066,196.408798217773,360.0
2018-01-02 04:20:00,3475.27807617187,13.0946702957153,198.524993896484,360.0
2018-01-02 04:30:00,3561.99096679687,12.9168796539306,198.010101318359,359.732940721254
2018-01-02 04:40:00,3521.55493164062,12.6335496902465,197.663497924804,358.77627410568897
2018-01-02 04:50:00,3493.60791015625,12.8256702423095,201.104095458984,359.552445712704
2018-01-02 05:00:00,3555.30493164062,12.5416202545166,200.363403320312,358.21110958274596
2018-01-02 05:10:00,3377.1279296875,12.1049699783325,196.982696533203,353.733778647827
2018-01-02 05:20:00,3479.626953125,12.3625001907348,199.798995971679,356.73947065774
2018-01-02 05:30:00,3539.11206054687,12.6039104461669,201.270294189453,358.607931541404
2018-01-02 05:40:00,3430.43603515625,12.2122201919555,198.984603881835,355.116161586499
2018-01-02 05:50:00,3301.91796875,11.9876203536987,202.571197509765,352.001183131278
2018-01-02 06:00:00,3235.5439453125,11.6793298721313,200.703506469726,346.303160296846
2018-01-02 06:10:00,3519.02294921875,12.4697198867797,197.873397827148,357.67982540316405
2018-01-02 06:20:00,3469.537109375,12.4948997497558,201.101104736328,357.874875641323
2018-01-02 06:30:00,3296.18603515625,11.7898302078247,200.35659790039,348.541764275903
2018-01-02 06:40:00,3045.51000976562,10.9035501480102,199.462905883789,323.731495707518
